prolificID,expName,intercept_ss,slope_ss,intercept_ff,slope_ff
6150fb8383f88eae3e5c795a,FullPilot12,964.8738195244656,0.2753472830073819,-1670.3523128389943,0.3343916368529434
62865e3456c142785cfad2a7,FullPilot12,1517.218409313889,0.2695097274525769,755.7749058037814,0.2751949422983681
66eefcfef4a122e447c654d1,FullPilot12,1633.7490841115716,0.28454075854898303,-2675.5182814148097,0.3468893457460682
66cbc2627559d53c0e3e4ac4,FullPilot12,870.7356537826864,0.38354075114016883,280.6312513979887,0.25509370388644637
668180f26a3b162091510589,FullPilot12,-52.14387250722726,0.3087751478598646,-5922.655274188436,0.3729397560041804
5ee738a018d5a84caa7e0f2a,FullPilot12,408.73663749959906,0.2428044566928273,-578.8486919252424,0.2892654676582642
66ffb576e0cde42ca9ea7fa7,FullPilot12,-3691.5713935207755,0.36130728546086915,-68.4414951344982,0.28120035401110594
663784abc88d62265def75ea,FullPilot12,361.0219252500173,0.25383885263485456,616.4671729843301,0.21014783328546496
5da4152a3ab39a0011295a3e,FullPilot12,-309.4652669839969,0.32785257420664066,-364.35185291773035,0.3154501448674968
66182d2b06cbee83d298b517,FullPilot12,393.72030799239303,0.31059170528527474,-1346.0414276190072,0.33286350544393123
66c7f746e43985cfcb2c99e6,FullPilot12,1463.4789513418466,0.23419805055272896,1963.3439937880928,-0.0005236995162122637
66ee262c64a810b7ec1371e9,FullPilot12,599.0269016745782,0.29402680280935417,-1478.6771681405548,0.3342825190293738
66e74251d30f3f96be79e2f0,FullPilot12,-124.466293146718,0.3007602795152334,-2489.9742082327134,0.3471765205623387
