agent,expName,value,param,param2
66eeda2bc7d6e9b92b4a81c0,FullPilot12,2.888440168439402,$\beta_V$,opti_ss
63626fe174f7db263a4aa8f2,FullPilot12,2.0086765246674076e-06,$\beta_P$,opti_ff
63626fe174f7db263a4aa8f2,FullPilot12,0.8922686696052509,$\beta_V$,opti_ss
6167175ed1680ecefc063aed,FullPilot12,68.14403789220378,$\beta_P$,opti_ff
6167175ed1680ecefc063aed,FullPilot12,3.8643681217683437,$\beta_V$,opti_ss
66bb5ad727c62d0960db333c,FullPilot12,99.99999985024334,$\beta_P$,opti_ff
66bb5ad727c62d0960db333c,FullPilot12,1.4975666573491253e-07,$\beta_V$,opti_ss
64db80772c860983ea3a7310,FullPilot12,2.0086765246674076e-06,$\beta_P$,opti_ff
64db80772c860983ea3a7310,FullPilot12,2.0086765246674076e-06,$\beta_V$,opti_ss
657b6239aa8091bfa2b24ae0,FullPilot12,99.99993553161622,$\beta_P$,opti_ff
657b6239aa8091bfa2b24ae0,FullPilot12,6.446838378337816e-05,$\beta_V$,opti_ss
66b104dedef80475efe58141,FullPilot12,99.99999985024334,$\beta_P$,opti_ff
66b104dedef80475efe58141,FullPilot12,15.040192629024382,$\beta_V$,opti_ss
60da2baf34bde948982f84db,FullPilot12,99.99746093750001,$\beta_P$,opti_ff
60da2baf34bde948982f84db,FullPilot12,37.66510009765625,$\beta_V$,opti_ss
663a623d4ea504f754d08b02,FullPilot12,99.99998311996461,$\beta_P$,opti_ff
663a623d4ea504f754d08b02,FullPilot12,2.5661709785461397,$\beta_V$,opti_ss
5ac560359534ba0001c74715,FullPilot12,99.99999799132348,$\beta_P$,opti_ff
5ac560359534ba0001c74715,FullPilot12,86.46070539951324,$\beta_V$,opti_ss
665c4e3dc160ab38d079635a,FullPilot12,0.13488895148038438,$\beta_P$,opti_ff
665c4e3dc160ab38d079635a,FullPilot12,0.35708118081092266,$\beta_V$,opti_ss
663eea8e72f4269ddd149eba,FullPilot12,2.3119778156280475,$\beta_P$,opti_ff
663eea8e72f4269ddd149eba,FullPilot12,4.982948297538314e-06,$\beta_V$,opti_ss
5d44afdcad6d110019b0a960,FullPilot12,99.9999950170517,$\beta_P$,opti_ff
5d44afdcad6d110019b0a960,FullPilot12,4.982948297538314e-06,$\beta_V$,opti_ss
66acee53fddf185342f15a88,FullPilot12,99.99999799132348,$\beta_P$,opti_ff
66acee53fddf185342f15a88,FullPilot12,16.79293079972267,$\beta_V$,opti_ss
660c9c26e4220931438f3d30,FullPilot12,99.9999950170517,$\beta_P$,opti_ff
660c9c26e4220931438f3d30,FullPilot12,49.826492881774904,$\beta_V$,opti_ss
669f45c902420af78b04a9b1,FullPilot12,0.941803678870194,$\beta_P$,opti_ff
669f45c902420af78b04a9b1,FullPilot12,99.99999947845936,$\beta_V$,opti_ss
62b4ef82055cec7135502ada,FullPilot12,2.0086765246674076e-06,$\beta_P$,opti_ff
62b4ef82055cec7135502ada,FullPilot12,2.0086765246674076e-06,$\beta_V$,opti_ss
5e2b3e22a8f85318c2429121,FullPilot12,1.222276020050046,$\beta_P$,opti_ff
5e2b3e22a8f85318c2429121,FullPilot12,1.0829016447067232,$\beta_V$,opti_ss
58c42d725866f200017c5deb,FullPilot12,99.99999985024334,$\beta_P$,opti_ff
58c42d725866f200017c5deb,FullPilot12,0.0403976384550262,$\beta_V$,opti_ss
65e0ef2a74037d1530a40cca,FullPilot12,1.6692823951307147,$\beta_P$,opti_ff
65e0ef2a74037d1530a40cca,FullPilot12,3.1232355752435907,$\beta_V$,opti_ss
6646731363eb9f583aa62e05,FullPilot12,1.0337672051718982e-08,$\beta_P$,opti_ff
6646731363eb9f583aa62e05,FullPilot12,3.9067428854294093,$\beta_V$,opti_ss
66463a2c0a36377060b1910c,FullPilot12,99.99999947845936,$\beta_P$,opti_ff
66463a2c0a36377060b1910c,FullPilot12,17.714552779495712,$\beta_V$,opti_ss
6087ee3e8df094dc6dd69e8e,FullPilot12,0.7978236436843815,$\beta_P$,opti_ff
6087ee3e8df094dc6dd69e8e,FullPilot12,2.0086765246674076e-06,$\beta_V$,opti_ss
664a7e1665f30b00d2685ba3,FullPilot12,87.26079880305333,$\beta_P$,opti_ff
664a7e1665f30b00d2685ba3,FullPilot12,27.8183455410297,$\beta_V$,opti_ss
5a580fb6eedc320001426cd7,FullPilot12,32.04534704708285,$\beta_P$,opti_ff
5a580fb6eedc320001426cd7,FullPilot12,1.5315380564626082,$\beta_V$,opti_ss
66f09b3690fe3df51613a689,FullPilot12,99.99999985024334,$\beta_P$,opti_ff
66f09b3690fe3df51613a689,FullPilot12,57.21515818946064,$\beta_V$,opti_ss
5d012b5ffade220017b10010,FullPilot12,96.25925477572227,$\beta_P$,opti_ff
5d012b5ffade220017b10010,FullPilot12,41.55368390410955,$\beta_V$,opti_ss
632fc453431e3369da22be81,FullPilot12,0.8915795680135403,$\beta_P$,opti_ff
632fc453431e3369da22be81,FullPilot12,0.004740302450947809,$\beta_V$,opti_ss
61363ce02e6022a741d63a6e,FullPilot12,0.34941648244857504,$\beta_P$,opti_ff
61363ce02e6022a741d63a6e,FullPilot12,1.8495023488998328,$\beta_V$,opti_ss
5d773df22fa4bf001a045aa9,FullPilot12,99.86618717722595,$\beta_P$,opti_ff
5d773df22fa4bf001a045aa9,FullPilot12,0.9798180323094101,$\beta_V$,opti_ss
5a9416ba6475f900019fa690,FullPilot12,99.99999947845936,$\beta_P$,opti_ff
5a9416ba6475f900019fa690,FullPilot12,5.215406346792406e-07,$\beta_V$,opti_ss
669628f0762cf2bfc381c161,FullPilot12,99.99999998966233,$\beta_P$,opti_ff
669628f0762cf2bfc381c161,FullPilot12,3.73241386902518,$\beta_V$,opti_ss
66d9b86591a5610c3492d5d9,FullPilot12,99.99999998966233,$\beta_P$,opti_ff
66d9b86591a5610c3492d5d9,FullPilot12,28.89218365726992,$\beta_V$,opti_ss
5484d361fdf99b0379939d5b,FullPilot12,28.516362192877565,$\beta_P$,opti_ff
5484d361fdf99b0379939d5b,FullPilot12,16.316193095687773,$\beta_V$,opti_ss
66fc60b6f59bcb7d6dba7d4f,FullPilot12,2.440502791106695,$\beta_P$,opti_ff
66fc60b6f59bcb7d6dba7d4f,FullPilot12,0.3527990194968851,$\beta_V$,opti_ss
6150fb8383f88eae3e5c795a,FullPilot12,1.7846691727638202,$\beta_P$,opti_ff
6150fb8383f88eae3e5c795a,FullPilot12,0.21585383415221315,$\beta_V$,opti_ss
5d9cb58ee8783f0019c8bd06,FullPilot12,99.99999999837601,$\beta_P$,opti_ff
5d9cb58ee8783f0019c8bd06,FullPilot12,3.2917186052887644,$\beta_V$,opti_ss
62865e3456c142785cfad2a7,FullPilot12,2.7994497594423535,$\beta_P$,opti_ff
62865e3456c142785cfad2a7,FullPilot12,2.435762603557663,$\beta_V$,opti_ss
66eefcfef4a122e447c654d1,FullPilot12,99.99999799132348,$\beta_P$,opti_ff
66eefcfef4a122e447c654d1,FullPilot12,1.6350989937782217,$\beta_V$,opti_ss
66cbc2627559d53c0e3e4ac4,FullPilot12,52.9557480096817,$\beta_P$,opti_ff
66cbc2627559d53c0e3e4ac4,FullPilot12,99.99999799132348,$\beta_V$,opti_ss
668180f26a3b162091510589,FullPilot12,2.938972151279444,$\beta_P$,opti_ff
668180f26a3b162091510589,FullPilot12,6.490112859010694,$\beta_V$,opti_ss
5ee738a018d5a84caa7e0f2a,FullPilot12,31.510530044510958,$\beta_P$,opti_ff
5ee738a018d5a84caa7e0f2a,FullPilot12,11.201703156717116,$\beta_V$,opti_ss
66ffb576e0cde42ca9ea7fa7,FullPilot12,9.267176089365961,$\beta_P$,opti_ff
66ffb576e0cde42ca9ea7fa7,FullPilot12,0.6570642452454152,$\beta_V$,opti_ss
663784abc88d62265def75ea,FullPilot12,99.88129108697177,$\beta_P$,opti_ff
663784abc88d62265def75ea,FullPilot12,0.14393817335366776,$\beta_V$,opti_ss
66182d2b06cbee83d298b517,FullPilot12,99.99999947845936,$\beta_P$,opti_ff
66182d2b06cbee83d298b517,FullPilot12,0.6620354965329085,$\beta_V$,opti_ss
5da4152a3ab39a0011295a3e,FullPilot12,0.9771484374999915,$\beta_P$,opti_ff
5da4152a3ab39a0011295a3e,FullPilot12,0.9771484374999915,$\beta_V$,opti_ss
66c7f746e43985cfcb2c99e6,FullPilot12,99.99999998966233,$\beta_P$,opti_ff
66c7f746e43985cfcb2c99e6,FullPilot12,22.041337162675333,$\beta_V$,opti_ss
66ee262c64a810b7ec1371e9,FullPilot12,99.9999950170517,$\beta_P$,opti_ff
66ee262c64a810b7ec1371e9,FullPilot12,4.982948297538314e-06,$\beta_V$,opti_ss
628de7e8ff1744a9717d7883,FullPilot12,0.3447359081357675,$\beta_P$,opti_ff
628de7e8ff1744a9717d7883,FullPilot12,0.15143147930502465,$\beta_V$,opti_ss
66e74251d30f3f96be79e2f0,FullPilot12,1.4975666573491253e-07,$\beta_P$,opti_ff
66e74251d30f3f96be79e2f0,FullPilot12,22.2465010587126,$\beta_V$,opti_ss
