temp,perceptual_temp,rl_temp,ff1,ff2,ffp1,ffp2,trial,model,agent,s,a,r,optimal_option,optimal_ev,optimal_ff,params,destroy,cumulative_reward
,10.0,1.0,-0.3,0.6,0.35434369377420455,0.7685247834990175,35,value neglect,238,1,1,0.1855373675104958,False,False,True,"{'β': 1.965668330158738, '$\\delta$': 0.3384850498497067}",True,11.464997859374984
,10.0,1.0,-1.0,-0.3,0.11920292202211755,0.35434369377420455,36,value neglect,238,1,1,0.02569678585792895,False,True,True,"{'β': 1.869116901373895, '$\\delta$': 0.4417579464283155}",True,11.490694645232914
,10.0,1.0,-0.8,-0.1,0.16798161486607552,0.45016600268752216,37,value neglect,238,1,1,0.37938537756337604,False,True,True,"{'β': 1.8425709086135766, '$\\delta$': 0.42252204675640637}",True,11.870080022796289
,10.0,1.0,0.1,0.8,0.549833997312478,0.8320183851339245,38,value neglect,238,1,1,0.33072588044189527,False,False,True,"{'β': 1.913172857665912, '$\\delta$': 0.4196645581790873}",True,12.200805903238184
,10.0,1.0,-0.1,1.0,0.45016600268752216,0.8807970779778823,39,value neglect,238,1,1,0.4190906330008765,False,False,True,"{'β': 1.9753090767973716, '$\\delta$': 0.3965588802514272}",True,12.619896536239061
,10.0,1.0,1.0,-0.3,0.8807970779778823,0.35434369377420455,40,value neglect,238,1,0,0.2532786390673599,True,True,True,"{'β': 2.0327783728727704, '$\\delta$': 0.30997940455305895}",True,12.873175175306422
,10.0,1.0,-1.0,-1.0,0.11920292202211755,0.11920292202211755,41,value neglect,238,1,0,0.0,True,True,True,"{'β': 2.086247924147304, '$\\delta$': 0.30997940455305895}",False,12.873175175306422
,10.0,1.0,0.6,1.0,0.7685247834990175,0.8807970779778823,42,value neglect,238,1,1,0.2414736751587076,False,False,True,"{'β': 2.1362510908790684, '$\\delta$': 0.3329104236786245}",True,13.114648850465128
,10.0,1.0,-0.1,-1.0,0.45016600268752216,0.11920292202211755,43,value neglect,238,1,0,0.0,True,True,True,"{'β': 2.1556021943837935, '$\\delta$': 0.3329104236786245}",False,13.114648850465128
,10.0,1.0,0.8,0.6,0.8320183851339245,0.7685247834990175,44,value neglect,238,1,0,0.6670966670090046,True,True,True,"{'β': 2.2079867736143877, '$\\delta$': 0.3366692736990047}",True,13.781745517474134
,10.0,1.0,0.1,-0.1,0.549833997312478,0.45016600268752216,45,value neglect,238,1,0,0.4352879621712665,True,True,True,"{'β': 2.22722976427528, '$\\delta$': 0.30220739065986607}",True,14.2170334796454
,10.0,1.0,0.8,0.6,0.8320183851339245,0.7685247834990175,46,value neglect,238,1,0,0.0,True,True,True,"{'β': 1.9567110257231235, '$\\delta$': 0.30220739065986607}",False,14.2170334796454
,10.0,1.0,0.8,-0.6,0.8320183851339245,0.23147521650098238,47,value neglect,238,1,0,0.6425332914185403,True,True,True,"{'β': 2.0073681869590683, '$\\delta$': 0.3036138831299258}",True,14.85956677106394
,10.0,1.0,-0.3,0.1,0.35434369377420455,0.549833997312478,48,value neglect,238,1,1,0.11294064731641268,False,False,True,"{'β': 2.023912041640048, '$\\delta$': 0.3400157280841549}",True,14.972507418380353
,10.0,1.0,-0.6,0.8,0.23147521650098238,0.8320183851339245,49,value neglect,238,1,1,0.2508741558575534,False,True,True,"{'β': 2.0723206778081527, '$\\delta$': 0.353881608312302}",True,15.223381574237907
,1.0,10.0,-0.1,1.0,0.45016600268752216,0.8807970779778823,0,perceptual neglect,239,0,0,0.2991224495403813,True,False,False,"{'β': -0.1980361977543654, '$\\delta$': -0.21541520250413485}",True,0.2991224495403813
,1.0,10.0,0.6,1.0,0.7685247834990175,0.8807970779778823,1,perceptual neglect,239,0,1,0.6539272122060513,False,False,True,"{'β': 1.0781603149774783, '$\\delta$': -0.2631893171594886}",True,0.9530496617464326
