agent,model,trial,session,ll,param_0,param_1
5484d361fdf99b0379939d5b,absolute,275,3,-0.2608977778286885,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,276,3,0.7393942617301832,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,277,3,-1.2182027201089625,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,278,3,-0.5265350898359316,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,279,3,0.15609797383754653,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,280,3,-1.2455488746654453,1.0002731593159464,1.0002588028951411
5484d361fdf99b0379939d5b,absolute,281,3,-2.6454835048629093,1.000271101406712,1.0002627263826087
5484d361fdf99b0379939d5b,absolute,282,3,0.28900967018603296,1.0002710111223163,1.0002626358074462
5484d361fdf99b0379939d5b,absolute,283,3,3.1562019687403904,1.000270756290851,1.0002623809781146
5484d361fdf99b0379939d5b,absolute,284,3,-1.2550506296979904,1.0002745823070405,1.000267889129882
5484d361fdf99b0379939d5b,absolute,285,3,-1.7861176233298863,1.000277925845024,1.0002711060396667
5484d361fdf99b0379939d5b,absolute,286,3,-0.2554422014335387,1.0002881686188911,1.0002735080266443
